InvoiceNo,OrderDate,CustomerID,ProductID,CountryID,Quantity,UnitPrice,UnitCost
INV-2024-57067,2025-04-03,1121.0,PRD-135,EG,7,1807.52,1326
INV-2024-20802,2024-01-18,1402.0,PRD-137,EG,9,2111.39,1827
INV-2024-48603,2024-04-05,1065.0,PRD-121,EG,1,2268.33,1792
INV-2024-75767,2024-10-28,1488.0,PRD-105,EG,10,2060.28,1466
INV-2024-77212,2024-08-14,1500.0,PRD-156,EG,10,2111.65,1517
INV-2024-81650,2025-02-18,1497.0,PRD-165,EG,5,1646.2,1377
INV-2024-94365,2025-12-09,1434.0,PRD-144,AE,10,1475.43,1098
INV-2024-20244,2024-09-06,1332.0,PRD-109,SA,2,800.96,630
INV-2024-46231,2024-11-09,1235.0,PRD-165,SA,1,2031.55,1473
INV-2024-39850,2025-11-10,1183.0,PRD-112,AE,3,777.02,531
INV-2024-22898,2025-08-18,1230.0,PRD-152,SA,7,1252.72,1028
INV-2024-25543,2025/01/12,1014.0,PRD-124,EG,10,1215.06,975
INV-2024-19351,2025-04-29,1494.0,PRD-110,SA,10,252.32,180
INV-2024-57216,2025-07-20,1254.0,PRD-160,SA,10,1506.17,1139
INV-2024-15017,2025-06-27,1439.0,PRD-120,AE,10,1802.66,1226
INV-2024-81568,2024-12-18,1255.0,PRD-165,SA,3,2543.57,1764
INV-2024-36254,2025-03-11,1265.0,PRD-141,EG,10,596.61,451
INV-2024-53746,2025-07-17,1405.0,PRD-105,EG,9,973.37,701
INV-2024-35774,2024-12-04,1205.0,PRD-101,EG,3,1980.68,1447
INV-2024-98487,2024-12-26,1189.0,PRD-131,SA,1,1834.05,1474
INV-2024-53154,2025-12-20,1340.0,PRD-104,SA,6,2392.41,1597
INV-2024-42771,2025-04-09,,PRD-149,EG,10,1013.28,729
INV-2024-49677,2024-10-04,1016.0,PRD-105,JO,2,490.41,393
INV-2024-99592,2024-11-09,1399.0,PRD-123,SA,6,2299.55,1795
INV-2024-45974,2024-09-14,1094.0,PRD-133,EG,9,1121.11,855
INV-2024-34987,2024-08-24,1101.0,PRD-151,EG,3,1111.11,772
INV-2024-89171,2024/05/03,1096.0,PRD-138,EG,4,1999.18,1348
INV-2024-28070,2024-07-16,1405.0,PRD-135,EG,7,2543.15,1750
INV-2024-81188,2024-11-19,1280.0,PRD-125,EG,10,2328.29,1963
INV-2024-44227,2024-05-02,1085.0,PRD-152,EG,5,295.98,213
INV-2024-11118,2025-07-02,1096.0,PRD-142,EG,9,2040.63,1609
INV-2024-49252,2025-12-07,1092.0,PRD-162,EG,6,1022.55,846
INV-2024-46942,2024-07-08,1207.0,PRD-122,AE,10,731.32,503
INV-2024-55433,2024-07-15,1176.0,PRD-129,EG,9,1843.55,1295
INV-2024-62928,2024-08-09,1053.0,PRD-148,SA,4,2712.56,1812
INV-2024-63183,2025-05-10,1055.0,PRD-165,SA,9,1936.82,1505
INV-2024-86015,10-Oct-2024,1014.0,PRD-147,JO,8,1381.1,1112
INV-2024-95892,2025-08-26,1487.0,PRD-150,EG,9,825.01,714
INV-2024-11558,2025-06-21,1388.0,PRD-142,EG,8,2266.66,1633
INV-2024-71866,2025-09-03,1115.0,PRD-134,JO,1,562.02,447
INV-2024-95733,2024-10-16,1450.0,PRD-116,AE,9,2349.67,1738
INV-2024-77193,2024/04/12,1468.0,PRD-115,AE,8,1683.67,1276
INV-2024-29566,2024-07-17,1102.0,PRD-107,EG,9,2452.5,1756
INV-2024-62101,2024-10-30,1138.0,PRD-131,EG,1,326.23,226
INV-2024-39829,2024-08-20,1202.0,PRD-127,SA,5,290.68,230
INV-2024-39743,2025-01-04,1056.0,PRD-159,JO,6,2205.67,1744
INV-2024-37508,2024-07-02,1111.0,PRD-114,SA,3,1092.06,799
INV-2024-72185,2024-11-05,1419.0,PRD-128,SA,7,1438.46,1024
INV-2024-40634,2024-01-15,1122.0,PRD-113,EG,7,1398.81,966
INV-2024-77610,2025-12-26,1009.0,PRD-106,AE,10,881.17,594
INV-2024-86939,2025-06-30,1357.0,PRD-120,EG,2,934.06,630
INV-2024-82432,2024-05-09,1019.0,PRD-112,EG,6,540.96,413
INV-2024-71438,2024-10-07,1357.0,PRD-116,SA,10,1476.0,1122
INV-2024-70476,2024-02-16,1310.0,PRD-108,SA,3,2109.01,1601
INV-2024-54650,2024-02-25,1185.0,PRD-135,EG,3,767.64,531
INV-2024-21255,2025-07-20,1206.0,PRD-145,EG,3,2243.66,1873
INV-2024-51035,2024/10/26,1286.0,PRD-143,SA,7,1055.73,902
INV-2024-34621,2025-12-15,1443.0,PRD-142,EG,10,1408.13,1087
INV-2024-66202,2024-05-09,1276.0,PRD-158,SA,8,780.32,622
INV-2024-64747,2025-10-15,1071.0,PRD-122,EG,8,1897.32,1496
INV-2024-37470,2025-05-17,1380.0,PRD-144,SA,5,1587.92,1158
INV-2024-67498,15-Apr-2024,,PRD-155,SA,6,2443.13,1681
INV-2024-68978,2024-01-13,1092.0,PRD-137,EG,9,393.31,313
INV-2024-83196,2025-08-10,1496.0,PRD-116,EG,2,2385.55,1713
INV-2024-13945,2024-10-18,1014.0,PRD-143,EG,3,2836.35,1959
INV-2024-59112,2025-04-25,1022.0,PRD-106,EG,3,2126.25,1691
INV-2024-28212,2025-05-05,1301.0,PRD-130,JO,4,294.12,198
INV-2024-85695,2025-03-27,1330.0,PRD-117,EG,2,2131.26,1686
INV-2024-26822,2024-12-14,1036.0,PRD-141,AE,4,77.07,61
INV-2024-50051,2024-07-07,1018.0,PRD-162,EG,9,640.58,467
INV-2024-11268,2024-02-22,1285.0,PRD-155,SA,3,1713.7,1446
INV-2024-75509,2024/09/15,1146.0,PRD-139,AE,9,1535.29,1124
INV-2024-96356,2025-05-04,1301.0,PRD-150,SA,10,2005.05,1517
INV-2024-56486,2024-04-26,1494.0,PRD-164,SA,4,1197.35,916
INV-2024-54541,2024-03-07,1369.0,PRD-157,SA,5,1769.78,1367
INV-2024-39555,2025-02-14,1067.0,PRD-101,EG,6,2370.7,1782
INV-2024-64938,2025-05-18,1471.0,PRD-122,JO,6,781.63,639
INV-2024-65799,2024-03-16,1270.0,PRD-109,AE,4,2437.64,1699
INV-2024-99884,2025-08-13,1378.0,PRD-114,JO,3,633.35,439
INV-2024-62870,2025-10-06,1103.0,PRD-117,EG,10,499.93,343
INV-2024-80464,2025-12-03,1321.0,PRD-101,AE,5,1570.24,1328
INV-2024-49274,2024-02-24,1379.0,PRD-149,JO,1,2201.04,1863
INV-2024-52739,2024-06-04,1213.0,PRD-132,EG,5,1268.77,1052
INV-2024-86933,2024-06-01,1177.0,PRD-160,EG,1,1376.86,1140
INV-2024-13046,2025-07-30,1207.0,PRD-161,AE,9,1766.0,1496
INV-2024-84393,2024-11-07,1091.0,PRD-159,SA,3,2407.63,1892
INV-2024-14221,2024/03/28,1165.0,PRD-160,AE,5,2353.74,1579
INV-2024-28236,2024-09-11,1248.0,PRD-135,EG,3,994.64,826
INV-2024-30144,2024-05-01,1167.0,PRD-105,AE,3,1554.96,1316
INV-2024-53286,2025-07-25,1196.0,PRD-159,EG,9,763.1,543
INV-2024-84473,2025-03-02,1028.0,PRD-151,EG,9,2219.63,1829
INV-2024-92554,2025-09-12,1492.0,PRD-157,EG,2,1801.59,1371
INV-2024-89036,2025-09-02,1235.0,PRD-109,AE,4,595.09,456
INV-2024-89670,2025-09-25,1475.0,PRD-128,SA,10,1884.62,1392
INV-2024-85219,2024-08-19,1490.0,PRD-124,SA,1,870.17,717
INV-2024-61234,2025-06-19,1296.0,PRD-120,EG,10,2610.23,1912
INV-2024-59980,2025-01-24,1452.0,PRD-153,AE,3,360.06,256
INV-2024-36765,2025-04-06,1337.0,PRD-142,EG,10,280.32,204
INV-2024-61201,2025-03-29,1284.0,PRD-131,AE,9,424.07,344
INV-2024-18350,2024-10-31,1167.0,PRD-122,SA,6,2213.33,1488
INV-2024-80056,2025-08-25,1164.0,PRD-127,EG,9,2482.94,1974
INV-2024-60650,2025/03/15,,PRD-154,SA,8,2110.19,1534
INV-2024-34685,2024-11-08,1113.0,PRD-164,EG,3,2195.32,1705
INV-2024-72230,2025-08-05,1483.0,PRD-132,AE,1,1543.76,1219
INV-2024-24239,2025-09-27,1296.0,PRD-133,SA,8,1821.95,1301
INV-2024-53101,2024-03-02,1093.0,PRD-115,EG,8,1850.17,1286
INV-2024-84647,2025-09-16,1002.0,PRD-157,AE,3,1476.23,1219
INV-2024-69183,2024-04-11,1083.0,PRD-109,EG,1,900.01,728
INV-2024-93755,2024-07-31,1389.0,PRD-160,SA,9,2535.83,1915
INV-2024-49930,2025-10-02,1110.0,PRD-115,JO,8,2193.61,1499
INV-2024-22221,2024-08-04,1071.0,PRD-142,SA,10,2688.13,1998
INV-2024-32468,27-Sep-2024,1067.0,PRD-132,EG,3,153.47,107
INV-2024-23672,2025-11-07,1069.0,PRD-113,JO,6,1212.71,863
INV-2024-98458,2024-03-24,1281.0,PRD-107,SA,4,469.92,404
INV-2024-82470,2024-06-09,1136.0,PRD-106,EG,9,1431.78,1051
INV-2024-33283,2024-09-02,1266.0,PRD-160,EG,9,1577.16,1086
INV-2024-14202,2024/06/26,1179.0,PRD-157,AE,4,2069.81,1469
INV-2024-89084,2025-07-19,1342.0,PRD-148,SA,9,948.63,781
INV-2024-74043,2024-03-17,1474.0,PRD-151,SA,1,2431.87,1685
INV-2024-13517,2024-06-09,1104.0,PRD-106,AE,1,923.73,619
INV-2024-34470,2024-01-03,1473.0,PRD-131,AE,7,1616.0,1371
INV-2024-36083,2025-02-22,1057.0,PRD-142,EG,8,236.48,186
INV-2024-19108,2025-04-06,1489.0,PRD-121,EG,4,2577.78,1835
INV-2024-60579,2025-12-06,1012.0,PRD-112,EG,3,1846.85,1366
INV-2024-47200,2025-08-31,1340.0,PRD-145,AE,1,300.18,239
INV-2024-36986,2025-04-26,1142.0,PRD-162,EG,9,519.41,444
INV-2024-40544,2024-10-25,1467.0,PRD-126,SA,1,1593.41,1230
INV-2024-48155,2024-02-03,1043.0,PRD-161,AE,4,1976.84,1456
INV-2024-96451,2024-08-25,1312.0,PRD-112,AE,2,447.37,347
INV-2024-78733,2024-10-22,1375.0,PRD-120,EG,3,349.65,286
INV-2024-19172,2025-12-24,1444.0,PRD-116,AE,8,1167.52,889
INV-2024-69593,2024/10/16,1028.0,PRD-118,EG,2,1831.78,1290
INV-2024-17530,2025-12-20,1060.0,PRD-112,AE,2,1075.36,833
INV-2024-58319,2025-04-09,1468.0,PRD-117,EG,3,160.97,135
INV-2024-77964,2024-03-13,1229.0,PRD-105,EG,3,1943.14,1530
INV-2024-11447,2025-12-04,1478.0,PRD-157,AE,4,670.63,455
INV-2024-32521,27-Aug-2024,1019.0,PRD-128,EG,5,1486.39,1221
INV-2024-52830,2024-09-27,1173.0,PRD-149,EG,4,1325.59,1148
INV-2024-63852,2025-10-02,1234.0,PRD-123,AE,5,2185.05,1640
INV-2024-61262,2025-08-26,1392.0,PRD-120,AE,5,485.92,410
INV-2024-30582,2025-11-08,1012.0,PRD-137,SA,9,1865.28,1448
INV-2024-24515,2024-07-21,,PRD-118,SA,6,2087.04,1810
INV-2024-26926,2025-03-11,1069.0,PRD-142,SA,3,1589.19,1271
INV-2024-80313,2024-04-27,1009.0,PRD-117,EG,10,622.27,446
INV-2024-64842,2025-07-11,1496.0,PRD-147,EG,6,1959.41,1527
INV-2024-72685,2024-08-18,1415.0,PRD-109,EG,1,2507.29,1699
INV-2024-19012,2025/10/25,1066.0,PRD-145,JO,10,1533.15,1066
INV-2024-60986,2024-06-01,1118.0,PRD-113,SA,8,350.3,292
INV-2024-37063,2024-09-29,1218.0,PRD-125,SA,6,1485.58,1175
INV-2024-27030,2024-05-25,1199.0,PRD-147,SA,5,2373.66,1611
INV-2024-36958,2024-03-14,1434.0,PRD-128,JO,1,859.61,581
INV-2024-50600,2024-03-02,1014.0,PRD-120,EG,3,1528.69,1036
INV-2024-66649,2024-06-18,1064.0,PRD-155,SA,6,1577.14,1307
INV-2024-97135,2024-11-10,1286.0,PRD-130,SA,8,724.92,619
INV-2024-72230,2025-09-01,1227.0,PRD-108,SA,2,1212.13,933
INV-2024-30811,2025-08-05,1212.0,PRD-103,EG,4,377.39,316
INV-2024-89129,2024-10-22,1272.0,PRD-137,AE,2,947.61,751
INV-2024-85378,2025-03-25,1424.0,PRD-121,JO,1,703.29,504
INV-2024-50673,2024-05-07,1017.0,PRD-137,SA,4,202.92,170
INV-2024-87003,2025-04-24,1465.0,PRD-147,SA,7,1436.49,1066
INV-2024-36604,2025-12-06,1189.0,PRD-158,JO,7,2676.89,1878
INV-2024-75860,2024/11/07,1190.0,PRD-109,AE,8,1744.81,1258
INV-2024-99762,2025-12-17,1191.0,PRD-145,EG,5,1329.61,920
INV-2024-70156,2025-02-16,1129.0,PRD-132,SA,8,2104.99,1773
INV-2024-46102,2024-10-05,1237.0,PRD-133,SA,7,65.38,55
INV-2024-36437,2025-05-27,1394.0,PRD-108,SA,2,2395.61,1682
INV-2024-10975,2025-07-06,1020.0,PRD-116,AE,4,148.94,104
INV-2024-28702,2025-05-20,1284.0,PRD-153,JO,4,333.35,255
INV-2024-68422,2025-03-24,1391.0,PRD-136,JO,2,1268.2,1051
INV-2024-18384,2024-03-23,1279.0,PRD-106,SA,1,1311.98,1108
INV-2024-62328,2025-09-04,1230.0,PRD-147,EG,2,479.18,353
INV-2024-89278,2024-02-10,1499.0,PRD-114,JO,6,1747.55,1492
INV-2024-42353,2025-03-18,1101.0,PRD-111,AE,9,175.85,136
INV-2024-78925,2024-11-26,1127.0,PRD-114,EG,1,1393.82,996
INV-2024-53108,2025-09-10,1041.0,PRD-143,JO,1,2494.61,1715
INV-2024-84609,2024-09-13,1497.0,PRD-147,AE,9,811.84,614
INV-2024-74350,2024/01/27,1411.0,PRD-126,SA,7,485.51,408
INV-2024-70319,2024-04-03,1013.0,PRD-126,SA,1,1571.86,1207
INV-2024-70646,2024-08-22,1273.0,PRD-145,EG,9,1828.72,1435
INV-2024-85514,2025-11-21,1361.0,PRD-155,EG,7,1573.3,1270
INV-2024-15122,2025-08-12,1105.0,PRD-104,EG,2,1381.14,1199
INV-2024-21941,2025-08-24,,PRD-126,AE,4,1669.14,1293
INV-2024-47737,2024-01-22,1473.0,PRD-157,EG,5,2301.3,1766
INV-2024-94711,2025-11-19,1224.0,PRD-151,EG,3,268.74,211
INV-2024-69809,2024-10-02,1269.0,PRD-109,EG,4,2098.36,1751
INV-2024-55453,2025-08-13,1010.0,PRD-161,SA,1,249.32,167
INV-2024-48987,11-Feb-2024,1213.0,PRD-152,JO,7,320.97,255
INV-2024-61260,2024-06-28,1321.0,PRD-143,EG,10,142.84,101
INV-2024-90350,2025-04-26,1026.0,PRD-115,EG,8,1656.57,1255
INV-2024-32954,2025-06-15,1064.0,PRD-160,AE,5,145.77,126
INV-2024-64401,2025-10-29,1300.0,PRD-134,SA,4,1650.18,1163
INV-2024-42654,2025/03/28,1421.0,PRD-109,EG,10,2231.96,1600
INV-2024-33537,2024-10-11,1294.0,PRD-135,SA,1,859.89,695
INV-2024-90967,2024-07-04,1163.0,PRD-109,EG,3,168.56,136
INV-2024-66633,2025-08-22,1020.0,PRD-165,EG,10,906.98,659
INV-2024-70008,2025-03-22,1476.0,PRD-164,SA,7,2252.98,1654
INV-2024-60418,2025-10-12,1328.0,PRD-164,SA,4,1614.93,1377
INV-2024-96386,2025-05-18,1303.0,PRD-160,JO,8,1732.12,1453
INV-2024-34044,2024-04-03,1196.0,PRD-154,EG,10,1679.42,1189
INV-2024-84529,2025-04-26,1211.0,PRD-114,SA,7,304.09,253
INV-2024-22521,2024-12-22,1147.0,PRD-163,SA,1,1374.63,1043
INV-2024-61583,2025-02-22,1128.0,PRD-135,EG,4,2120.41,1751
INV-2024-15723,2024-12-07,1224.0,PRD-142,SA,3,677.22,481
INV-2024-41417,2024-11-24,1299.0,PRD-138,EG,10,2281.0,1917
INV-2024-30700,2025-11-17,1414.0,PRD-158,JO,1,261.62,187
INV-2024-45884,2024-04-17,1085.0,PRD-134,EG,7,2671.53,1786
INV-2024-92324,2024/06/13,1014.0,PRD-118,SA,4,1174.85,1006
INV-2024-80482,2024-12-03,1420.0,PRD-159,EG,9,2152.65,1779
INV-2024-48258,2025-02-25,1211.0,PRD-112,JO,1,2136.01,1772
INV-2024-97380,2025-12-11,1323.0,PRD-104,SA,5,353.16,244
INV-2024-18748,2025-05-22,1121.0,PRD-111,SA,6,2025.07,1451
INV-2024-38476,22-Oct-2024,1454.0,PRD-165,EG,10,1418.4,968
INV-2024-74682,2025-11-09,1043.0,PRD-115,AE,8,133.55,95
INV-2024-63907,2025-02-14,1321.0,PRD-165,EG,10,948.25,643
INV-2024-82459,2025-07-17,1418.0,PRD-104,AE,2,1724.07,1169
