RecordID,EmployeeID,Date,AbsentDays,OvertimeHours,MonthlyBonus,Deductions
375,EMP-2520,2024-01-01,0,18,225.0,0.0
376,EMP-2521,2024-01-01,0,7,87.5,0.0
377,EMP-2522,2024-01-01,0,10,125.0,0.0
378,EMP-2524,2024-01-01,0,9,112.5,0.0
379,EMP-2525,2024-01-01,0,8,100.0,0.0
380,EMP-2526,2024-01-01,0,7,87.5,0.0
381,EMP-2527,2024-01-01,0,14,175.0,0.0
382,EMP-2528,2024-01-01,0,16,200.0,0.0
383,EMP-2529,2024-01-01,0,19,237.5,0.0
384,EMP-2531,2024-01-01,0,12,150.0,0.0
385,EMP-2532,2024-01-01,3,0,0.0,65.0
386,EMP-2533,2024-01-01,0,0,0.0,0.0
387,EMP-2534,2024-01-01,0,11,137.5,0.0
388,EMP-2535,2024-01-01,0,19,237.5,0.0
389,EMP-2536,2024-01-01,0,20,250.0,0.0
390,EMP-2538,2024-01-01,0,9,112.5,0.0
391,EMP-2539,2024-01-01,0,17,212.5,0.0
392,EMP-2541,2024-01-01,0,20,250.0,0.0
393,EMP-2543,2024-01-01,0,17,212.5,0.0
394,EMP-2544,2024-01-01,0,7,87.5,0.0
395,EMP-2545,2024-01-01,0,0,0.0,0.0
396,EMP-2546,2024-01-01,0,9,112.5,0.0
397,EMP-2549,2024-01-01,2,0,0.0,52.67
398,EMP-2551,2024-01-01,0,19,237.5,0.0
399,EMP-2553,2024-01-01,1,0,0.0,53.87
400,EMP-2554,2024-01-01,0,15,187.5,0.0
401,EMP-2556,2024-01-01,0,13,162.5,0.0
402,EMP-2557,2024-01-01,0,2,25.0,0.0
403,EMP-2560,2024-01-01,0,0,0.0,0.0
404,EMP-2561,2024-01-01,0,4,50.0,0.0
405,EMP-2562,2024-01-01,0,18,225.0,0.0
406,EMP-2563,2024-01-01,0,3,37.5,0.0
407,EMP-2564,2024-01-01,0,1,12.5,0.0
408,EMP-2565,2024-01-01,2,0,0.0,71.33
409,EMP-2567,2024-01-01,0,11,137.5,0.0
410,EMP-2568,2024-01-01,2,0,0.0,122.0
411,EMP-2570,2024-01-01,0,12,150.0,0.0
412,EMP-2572,2024-01-01,1,0,0.0,51.83
413,EMP-2574,2024-01-01,5,0,0.0,285.5
414,EMP-2575,2024-01-01,3,0,0.0,149.3
415,EMP-2576,2024-01-01,1,0,0.0,21.43
416,EMP-2577,2024-01-01,1,0,0.0,37.1
417,EMP-2578,2024-01-01,0,5,62.5,0.0
418,EMP-2579,2024-01-01,0,20,250.0,0.0
419,EMP-2580,2024-01-01,0,19,237.5,0.0
420,EMP-2581,2024-01-01,0,17,212.5,0.0
421,EMP-2582,2024-01-01,0,10,125.0,0.0
422,EMP-2583,2024-01-01,0,0,0.0,0.0
423,EMP-2584,2024-01-01,0,18,225.0,0.0
424,EMP-2585,2024-01-01,0,8,100.0,0.0
425,EMP-2587,2024-01-01,0,11,137.5,0.0
426,EMP-2588,2024-01-01,1,0,0.0,138.87
427,EMP-2589,2024-01-01,0,0,0.0,0.0
428,EMP-2590,2024-01-01,0,9,112.5,0.0
429,EMP-2594,2024-01-01,0,3,37.5,0.0
430,EMP-2598,2024-01-01,0,5,62.5,0.0
431,EMP-2599,2024-01-01,0,4,50.0,0.0
432,EMP-2001,2024-02-01,1,0,0.0,23.3
433,EMP-2003,2024-02-01,0,17,212.5,0.0
434,EMP-2004,2024-02-01,0,3,37.5,0.0
435,EMP-2005,2024-02-01,0,20,250.0,0.0
436,EMP-2006,2024-02-01,0,1,12.5,0.0
437,EMP-2008,2024-02-01,0,9,112.5,0.0
438,EMP-2010,2024-02-01,3,0,0.0,296.8
439,EMP-2011,2024-02-01,3,0,0.0,134.2
440,EMP-2012,2024-02-01,0,1,12.5,0.0
441,EMP-2014,2024-02-01,0,14,175.0,0.0
442,EMP-2015,2024-02-01,0,15,187.5,0.0
443,EMP-2016,2024-02-01,0,4,50.0,0.0
444,EMP-2017,2024-02-01,2,0,0.0,95.67
445,EMP-2018,2024-02-01,0,13,162.5,0.0
446,EMP-2019,2024-02-01,0,12,150.0,0.0
447,EMP-2020,2024-02-01,0,15,187.5,0.0
448,EMP-2024,2024-02-01,1,0,0.0,94.7
449,EMP-2025,2024-02-01,0,14,175.0,0.0
450,EMP-2026,2024-02-01,1,0,0.0,21.6
451,EMP-2027,2024-02-01,0,2,25.0,0.0
452,EMP-2028,2024-02-01,0,12,150.0,0.0
453,EMP-2029,2024-02-01,1,0,0.0,40.27
454,EMP-2030,2024-02-01,2,0,0.0,47.0
455,EMP-2031,2024-02-01,1,0,0.0,145.57
456,EMP-2032,2024-02-01,0,19,237.5,0.0
457,EMP-2034,2024-02-01,0,20,250.0,0.0
458,EMP-2036,2024-02-01,0,1,12.5,0.0
459,EMP-2037,2024-02-01,0,1,12.5,0.0
460,EMP-2039,2024-02-01,1,0,0.0,54.87
461,EMP-2040,2024-02-01,0,19,237.5,0.0
462,EMP-2041,2024-02-01,0,5,62.5,0.0
463,EMP-2042,2024-02-01,0,9,112.5,0.0
464,EMP-2043,2024-02-01,0,0,0.0,0.0
465,EMP-2044,2024-02-01,2,0,0.0,62.6
466,EMP-2047,2024-02-01,0,19,237.5,0.0
467,EMP-2049,2024-02-01,1,0,0.0,55.87
468,EMP-2050,2024-02-01,0,2,25.0,0.0
469,EMP-2051,2024-02-01,0,0,0.0,0.0
470,EMP-2052,2024-02-01,0,7,87.5,0.0
471,EMP-2053,2024-02-01,1,0,0.0,35.8
472,EMP-2055,2024-02-01,0,13,162.5,0.0
473,EMP-2056,2024-02-01,0,0,0.0,0.0
474,EMP-2057,2024-02-01,0,20,250.0,0.0
475,EMP-2058,2024-02-01,5,0,0.0,136.5
476,EMP-2059,2024-02-01,0,3,37.5,0.0
477,EMP-2060,2024-02-01,0,7,87.5,0.0
478,EMP-2061,2024-02-01,0,3,37.5,0.0
479,EMP-2062,2024-02-01,3,0,0.0,130.8
480,EMP-2063,2024-02-01,1,0,0.0,54.8
481,EMP-2064,2024-02-01,0,11,137.5,0.0
482,EMP-2065,2024-02-01,0,10,125.0,0.0
483,EMP-2066,2024-02-01,0,18,225.0,0.0
484,EMP-2069,2024-02-01,0,11,137.5,0.0
485,EMP-2070,2024-02-01,2,0,0.0,88.93
486,EMP-2071,2024-02-01,0,8,100.0,0.0
487,EMP-2072,2024-02-01,0,12,150.0,0.0
488,EMP-2073,2024-02-01,1,0,0.0,60.03
489,EMP-2074,2024-02-01,1,0,0.0,70.83
490,EMP-2075,2024-02-01,0,13,162.5,0.0
491,EMP-2076,2024-02-01,0,4,50.0,0.0
492,EMP-2078,2024-02-01,0,2,25.0,0.0
493,EMP-2081,2024-02-01,0,8,100.0,0.0
494,EMP-2082,2024-02-01,0,15,187.5,0.0
495,EMP-2083,2024-02-01,0,13,162.5,0.0
496,EMP-2084,2024-02-01,1,0,0.0,36.1
